Index,Title,RT Critic,RT User,IMDB User,TV_0,Print_0,TV_1,Print_1,Screens_1,BO_1,TV_2,Print_2,Screens_2,BO_2,TV_3,Print_3,Screens_3,BO_3,TV_4,Print_4,Screens_4,BO_4,TV_5,Print_5,Screens_5,BO_5,TV_6,Print_6,Screens_6,BO_6,TV_7,Print_7,Screens_7,BO_7,TV_8,Print_8,Screens_8,BO_8,TV_9,Print_9,Screens_9,BO_9,TV_10,Print_10,Screens_10,BO_10,Distributor,Genre,Runtime,MPAA Rating,Production Budget
222,Slumdog Millionaire,0.94,0.9,8.2,77000,209900,127400,607900,9.0,489068,211800,475300,24.14285714,1178043,0,605500,46.0,1847271,27000,741800,62.42857143,1670357,308100,871300,121.1428571,2515734,761100,881100,424.7142857,4152033,302100,1082500,551.0,7163956,171100,775400,553.2857142999999,7180909,47000,627300,544.0,5186737,281300,773300,540.0,1153417,Fox Searchlight,Drama,2 hrs. 0 min.,R,15000000.0
223,Snow Flower and the Secret Fan,0.2,0.47,5.4,0,22500,0,263000,18.0,181628,0,234700,52.85714286,288653,0,211500,81.0,270496,0,97700,98.14285714,238222,0,25500,82.71428571,119241,0,1900,23.71428571,24379,0,800,4.571428571,4307,0,0,6.0,4493,0,0,4.571428571,4312,0,0,2.4285714290000002,1931,Fox Searchlight,Historical Drama,2 hrs. 0 min.,PG-13,6000000.0
224,Solitary Man,0.81,0.47,6.5,62400,15100,2800,40900,4.0,132556,1300,71200,6.0,132879,0,80100,19.28571429,211487,0,106000,50.14285714,479527,0,105900,100.1428571,566302,0,147400,153.0,597794,0,157000,149.8571429,695158,0,123700,131.8571429,462491,0,52100,110.2857143,199152,0,11100,72.42857143,100069,Anchor Bay Films,Comedy / Drama,1 hrs. 30 min.,R,15000000.0
225,Somewhere,0.71,0.47,6.4,0,162700,0,383000,7.0,229953,0,210800,8.0,237445,0,264200,13.71428571,210324,2000,352700,35.28571429,286744,20200,231900,59.42857143,228717,0,36500,51.14285714,126697,0,3700,37.14285714,74600,0,0,23.14285714,42868,0,0,13.0,27345,0,1100,10.5,3488,Focus Features,Comedy / Drama,1 hrs. 38 min.,R,8000000.0
226,Son of Rambow,0.73,0.79,7.1,114800,81200,18800,433300,5.0,73000,0,359100,33.71428571,197336,0,440400,70.85714286,261742,0,436900,119.57142859999999,324569,0,102800,108.8571429,189784,0,3700,118.57142859999999,148281,0,1000,102.0,86220,0,0,54.57142857,42754,0,0,33.71428571,21491,0,0,22.71428571,14598,Paramount Vantage,Comedy,1 hrs. 36 min.,PG-13,5304960.0
227,Starting Out In The Evening,0.86,0.69,6.9,0,45000,0,141700,7.0,102220,0,108600,8.0,68212,0,159700,21.0,78457,0,275200,34.57142857,96774,0,55900,19.42857143,52632,0,47400,15.85714286,51410,0,32200,16.28571429,45649,0,13400,13.14285714,33929,0,2900,3.714285714,21789,0,0,2.0,12426,Roadside Attractions,Drama,1 hrs. 51 min.,PG-13,
228,Stone,0.5,0.21,5.5,260100,60000,574400,312300,6.714285714,113515,77100,517300,32.57142857,252142,0,537400,100.1428571,449355,0,124700,110.0,332234,0,3900,88.71428571,204042,0,0,71.28571429,83680,0,0,38.57142857,40062,0,0,22.85714286,22180,0,0,13.85714286,9841,0,0,10.28571429,7687,Overture Films,Drama / Thriller,1 hrs. 45 min.,R,22000000.0
229,Strangers With Candy,0.52,0.48,5.9,0,10600,0,97800,2.0,89555,64200,155800,15.57142857,263638,30500,162300,54.57142857,410490,0,98700,80.57142857,336565,0,44900,75.57142857,211573,0,28600,80.85714286,143736,0,8000,67.0,89054,0,1800,45.71428571,46620,0,0,26.0,22040,0,0,19.5,2499,ThinkFilm,Comedy,1 hrs. 37 min.,R,3500000.0
230,Sugar,0.94,0.74,7.3,0,28500,0,70000,10.0,84785,13700,118200,18.0,132312,0,127900,41.57142857,127826,0,82800,43.71428571,98238,0,25800,35.85714286,93216,0,25600,38.71428571,83332,0,8200,33.42857143,56879,0,4800,39.0,78222,0,1100,40.85714286,57304,0,0,33.14285714,37797,Sony Classics,Sports Drama,1 hrs. 54 min.,R,
231,Sunshine Cleaning,0.72,0.59,7.0,328000,68000,1035000,377000,4.428571429,288410,1606600,812400,61.14285714,899244,1151400,667800,147.28571430000002,1556550,284300,732600,441.0,2342032,18100,616100,549.7142857000001,2173027,0,353300,534.2857143,1142288,100,204300,498.42857139999995,631211,0,72300,314.2857143,401809,0,48600,199.1428571,256632,0,4000,147.5714286,175913,Overture Films,Comedy,1 hrs. 42 min.,R,8000000.0
232,Super Size Me,0.93,0.69,0.0,2800,69900,1800,285100,36.0,620411,0,295300,82.85714286,905550,29200,248700,96.28571429,1011118,11100,318400,126.0,1196498,0,165300,130.0,857285,0,178900,135.4285714,802363,0,161500,135.28571430000002,639853,0,97500,101.57142859999999,345646,0,103400,76.28571429,235256,0,35500,60.71428571,156591,IDP,Documentary,1 hrs. 38 min.,PG-13,65000.0
233,Sweet Land,0.84,0.81,7.2,9000,31900,16300,98700,3.142857143,62406,47800,186600,9.0,73105,18500,107900,16.0,82962,0,83800,18.85714286,89609,3400,148000,18.0,75299,0,139200,19.57142857,79375,0,71800,19.0,81733,0,58000,18.0,53488,0,81100,17.42857143,46796,17400,122500,18.14285714,42341,"Libero, LLC",Period Drama,1 hrs. 50 min.,PG,1000000.0
234,"Synecdoche, New York",0.69,0.7,7.3,0,99900,0,149400,9.0,232823,0,186700,9.0,143404,13700,186500,34.0,384266,0,188900,68.71428571,369874,2900,233300,93.42857143,396056,0,155200,99.85714286,312420,6200,78800,89.28571429,197238,0,44200,71.42857143,131193,0,17200,38.57142857,64703,0,21300,19.42857143,51533,Sony Classics,Comedy,2 hrs. 4 min.,R,21000000.0
235,Take Shelter,0.92,0.8,8.0,0,38500,0,132900,3.0,74221,0,102900,11.0,82027,0,78900,22.0,140786,0,84000,46.42857143,205893,0,97800,79.85714286,252903,0,65000,77.0,214362,0,34100,68.57142857,146761,0,15900,50.57142857,106112,0,15100,36.42857143,50040,0,2700,40.42857143,43982,Sony Classics,Drama,2 hrs. 0 min.,R,5000000.0
236,Talk To Me,0.82,0.76,7.3,735900,208000,717500,388900,33.0,553610,916100,553800,36.0,528372,348900,753300,108.0,1035025,35400,741800,170.5714286,874103,0,170800,173.28571430000002,521372,200,35300,166.28571430000002,342031,0,0,101.1428571,159262,0,0,68.57142857,119153,1000,0,61.0,54188,0,0,35.42857143,29851,Focus Features,Period Drama,1 hrs. 58 min.,R,
237,Tamara Drewe,0.65,0.45,6.3,0,0,0,0,4.0,30167,0,0,9.857142857000001,30627,0,0,20.0,64604,0,0,11.85714286,33549,0,0,21.71428571,62005,0,0,19.57142857,35036,0,0,20.71428571,39173,0,0,15.0,28074,0,0,35.28571429,43459,0,0,46.42857143,45327,Sony Classics,Comedy,1 hrs. 47 min.,R,
238,Terri,0.86,0.6,6.5,0,22700,0,136800,6.0,99891,0,135200,8.0,65353,0,156000,29.0,119472,0,93900,34.85714286,123870,0,74200,23.71428571,60338,0,3800,16.0,48949,0,0,19.42857143,28381,0,3500,15.0,23663,0,5600,14.14285714,18029,0,3300,14.0,13793,ATO Pictures,Comedy,1 hrs. 45 min.,R,
239,Tetro,0.71,0.67,7.0,0,23400,0,269200,2.0,51437,0,349700,7.142857143,79987,0,171600,13.85714286,69595,0,41200,10.57142857,40657,0,71500,8.285714286000001,28960,0,46600,13.14285714,34548,0,8800,13.14285714,25273,0,6400,7.714285714,18281,0,13000,11.14285714,17711,0,6800,11.0,1794,American Zoetrope,Drama,2 hrs. 7 min.,R,5000000.0
240,Thank You For Smoking,0.86,0.84,7.8,127300,168300,519200,359000,5.0,377109,561300,693900,48.0,1250688,767800,866900,113.8571429,1938114,2051400,909700,255.71428569999998,2773639,273400,983000,879.7142857000001,5102205,12600,647200,881.4285714,3108871,0,421900,598.2857142999999,1955127,0,314400,450.57142860000005,1258118,0,228400,325.0,1056076,0,165800,232.71428569999998,573601,Fox Searchlight,Comedy,1 hrs. 32 min.,R,6500000.0
241,The 11th Hour,0.67,0.67,7.0,0,48100,0,148300,4.0,80417,0,217700,19.0,89773,0,293000,89.28571429,238264,0,181400,69.42857143,88945,0,27000,72.28571429,55458,0,0,32.71428571,17798,0,0,14.85714286,5790,0,0,6.428571429,2232,0,0,5.0,2035,0,0,2.857142857,2744,Warner Independent,Documentary,1 hrs. 33 min.,PG,
242,The Aristocrats,0.8,0.56,6.3,21300,35700,0,91200,4.0,384760,36800,263600,9.285714286000001,368759,2800,458000,72.0,1021383,600,303200,128.7142857,741059,1300,179800,173.5714286,742165,0,127500,183.0,569235,0,85100,160.8571429,352520,0,33900,119.0,226387,0,19600,83.71428571,130562,0,12300,57.14285714,78525,ThinkFilm,Documentary,1 hrs. 29 min.,Unrated,
243,The Art Of The Steal,0.84,0.87,7.7,0,17800,0,44400,3.0,53819,0,25100,6.857142857,40769,0,15900,20.71428571,92558,0,10800,22.0,61996,0,7400,25.28571429,57382,0,500,26.71428571,50872,0,0,17.14285714,21288,0,0,12.42857143,17363,0,0,16.71428571,24296,0,0,22.28571429,25865,IFC,Documentary,1 hrs. 41 min.,Unrated,
244,The Assassination Of Jessie James,0.75,0.73,7.7,300500,86600,78400,382600,4.0,179640,391200,900800,3.857142857,113564,40000,769200,52.0,523591,0,728600,147.8571429,526817,0,405400,257.5714286,616829,0,178100,245.8571429,484074,0,117900,169.71428569999998,241459,0,20100,95.71428571,135122,0,0,46.71428571,57925,0,0,14.85714286,13034,Warner Bros.,Western,2 hrs. 40 min.,R,30000000.0
245,The Assassination Of Richard Nixon,0.68,0.66,7.1,0,42000,0,199100,5.0,63178,0,123100,22.57142857,93040,0,32200,25.0,85080,0,34700,45.57142857,113912,0,11300,41.42857143,65532,0,1400,21.42857143,25235,0,300,20.42857143,24219,0,400,14.85714286,13960,0,0,11.0,6946,0,0,10.0,1026,ThinkFilm,Drama,1 hrs. 35 min.,R,
246,The Ballad Of Jack And Rose,0.46,0.62,6.7,44800,93200,101600,286700,4.1428571430000005,82077,5500,302200,44.0,171896,0,99700,57.57142857,132532,0,59300,61.28571429,105227,0,11200,36.14285714,34987,0,1600,22.71428571,22795,0,0,23.85714286,17253,0,0,12.71428571,9802,0,0,5.285714286,2700,0,0,3.285714286,1255,IFC,Drama,2 hrs. 0 min.,R,1500000.0
247,The Beaver,0.61,0.56,6.8,209400,182500,411500,569500,21.57142857,142973,307700,322800,99.28571429,231445,102600,44900,139.1428571,234730,0,6800,83.85714286,126068,500,0,53.42857143,59965,0,0,30.42857143,15336,0,0,12.57142857,8188,0,0,53.57142857,23203,0,0,13.57142857,4812,0,0,3.571428571,947,Summit Entertainment,Comedy / Drama,1 hrs. 31 min.,PG-13,21000000.0
248,The Boy in the Striped Pajamas,0.63,0.84,7.8,684900,259200,932300,276200,16.0,331846,434500,346000,35.14285714,577875,197400,1023400,415.85714289999993,2286619,29500,613600,534.2857143,1937609,0,381600,606.7142857000001,1278240,0,164600,583.8571429,886694,0,24200,292.57142860000005,386576,0,700,68.85714286,136074,0,700,65.28571429,102627,0,0,48.28571429,48754,Miramax,Drama,1 hrs. 33 min.,PG-13,12500000.0
249,The Boys Are Back,0.72,0.57,6.8,275600,113100,390600,412500,5.0,57726,195300,464500,13.14285714,59305,28200,309100,61.0,220520,0,112600,91.71428571,182636,0,18700,82.85714286,85270,0,17100,71.0,66119,0,0,32.71428571,28858,0,0,14.0,9023,0,0,4.0,1961,0,0,2.4285714290000002,1903,Miramax,Drama,1 hrs. 40 min.,PG-13,
250,The Brothers Bloom,0.66,0.61,6.9,0,101700,235300,328000,4.0,123388,402000,532600,47.28571429,560605,114700,615400,134.0,777974,0,419500,141.5714286,489476,0,188000,135.0,375436,0,33300,151.4285714,255825,0,12600,137.4285714,155834,0,8000,92.28571429,89081,0,0,57.0,44943,0,0,48.57142857,31582,Summit Entertainment,Crime Comedy,1 hrs. 49 min.,PG-13,20000000.0
251,The Celestine Prophecy,0.04,0.41,4.7,0,24000,0,57200,4.0,36904,0,56000,9.428571429,55853,0,31600,11.57142857,35618,0,19400,13.42857143,45678,0,9300,14.28571429,38028,0,6100,17.28571429,46848,0,2500,15.57142857,29956,0,0,12.85714286,18652,0,0,10.28571429,12666,0,0,10.0,2145,Ram Entertainment,Adventure,1 hrs. 39 min.,PG,10000000.0
252,The Children of Huang Shi,0.3,0.67,6.9,0,102100,0,116200,7.0,65229,0,70200,17.0,64251,0,72800,26.0,82269,0,70200,34.85714286,111811,0,30300,34.85714286,84977,0,31000,36.28571429,73656,0,0,31.14285714,64674,0,0,36.85714286,53810,0,0,22.42857143,20548,0,1300,16.0,15616,Sony Classics,War Drama,2 hrs. 5 min.,R,40000000.0
253,The Clearing,0.43,0.34,5.9,461100,277200,243800,902400,48.42857143,680774,34200,671200,213.5714286,1382957,11100,445700,359.0,1466956,12400,250900,333.0,738356,0,50700,90.14285714,160758,0,0,48.0,51716,0,0,27.0,22588,0,0,18.85714286,24891,0,0,11.71428571,12838,0,0,5.714285714,8337,Fox Searchlight,Drama / Thriller,1 hrs. 35 min.,R,
254,The Company Men,0.67,0.64,0.0,39800,74000,12900,583800,99.28571429,778279,0,344600,198.8571429,811845,0,188600,218.28571430000002,721936,0,171500,266.5714286,688695,0,108000,222.5714286,405180,0,54000,166.71428569999998,271229,0,2600,86.28571429,114105,0,0,50.57142857,64747,0,0,44.57142857,37880,100,0,35.85714286,52935,Weinstein Company,Drama,1 hrs. 45 min.,R,15000000.0
255,The Cove,0.94,0.92,0.0,21300,23200,6400,163400,4.0,82329,0,251400,54.0,229093,0,43600,48.57142857,123707,0,13300,27.0,59720,0,2200,19.28571429,44561,0,0,13.14285714,28338,0,0,13.0,20305,0,0,13.42857143,18598,0,0,21.28571429,16880,0,0,8.0,4381,Roadside Attractions,Documentary,1 hrs. 36 min.,PG-13,
256,The Darjeeling Limited,0.67,0.79,7.2,6300,282500,118800,669800,4.428571429,387737,324900,732300,26.85714286,907955,817000,750900,93.14285714,1379576,479700,712500,237.8571429,1635902,3800,521400,618.0,1917339,0,335100,504.2857143,1290624,0,235700,310.0,916789,0,123600,186.71428569999998,632476,0,50600,124.57142859999999,307329,0,6300,125.66666670000001,186950,Fox Searchlight,Comedy,1 hrs. 31 min.,R,17500000.0
257,The Devil's Double,0.52,0.67,7.0,215500,24300,380000,155400,6.142857143,144800,86400,254700,33.28571429,280885,0,292800,81.85714286,372871,0,9800,75.0,213240,0,18500,65.42857143,123197,0,4900,41.57142857,62328,0,3800,20.42857143,24250,0,5500,17.42857143,9357,0,2000,6.142857143,7483,0,0,3.0,2674,Lionsgate,Drama,1 hrs. 48 min.,R,19893600.0
258,The Door In The Floor,0.66,0.62,6.7,0,237900,0,662700,41.14285714,598123,0,464700,68.0,600841,0,429200,82.28571429,415298,0,255200,85.85714286,327658,0,109300,89.0,297419,0,69200,80.14285714,210298,0,35100,55.28571429,131584,0,13400,43.57142857,94569,0,7900,41.57142857,67550,0,5700,40.0,9771,Focus Features,Drama,1 hrs. 51 min.,R,7500000.0
259,The Duchess,0.61,0.68,6.9,358500,184200,1903900,713700,6.142857143,241157,1671500,949900,50.0,713175,2845800,1055600,106.57142859999999,1083329,680400,941300,1050.0,4125092,0,219600,1049.0,2552208,0,0,710.8571429,1412714,0,124800,385.0,669964,0,0,216.28571430000002,425805,0,0,189.0,251310,0,0,84.42857143,107290,Paramount Vantage,Historical Drama,1 hrs. 50 min.,PG-13,17904200.0
260,The Fall,0.59,0.84,7.9,35600,26500,0,137300,9.0,116731,0,53800,9.857142857000001,92481,361100,81200,18.0,86150,6800,281300,100.2857143,493694,0,101900,100.8571429,373330,0,34600,75.85714286,233810,0,3500,67.71428571,200120,0,12100,45.71428571,128589,0,0,44.85714286,113753,0,0,45.28571429,91711,Roadside Attractions,Fantasy,1 hrs. 57 min.,R,
261,The Ghost Writer,0.84,0.68,7.4,149300,108800,468200,390800,4.1428571430000005,259170,1970400,551800,41.57142857,1032441,1001100,707200,133.0,1579489,1045800,589500,199.28571430000002,1483243,117500,730400,681.0,2222279,18600,607200,649.2857142999999,1829249,0,553500,520.5714286,1216404,0,347500,432.14285710000007,849335,0,159700,352.2857143,705803,0,132100,331.7142857,530272,Summit Entertainment,Thriller,2 hrs. 8 min.,PG-13,45000000.0
262,The Girlfriend Experience,0.64,0.35,5.7,0,92900,0,191700,29.0,245753,0,82800,33.57142857,148210,0,35000,40.85714286,99179,0,11800,31.85714286,54760,0,4000,7.0,14644,0,0,5.1428571430000005,5055,0,0,4.8571428569999995,3021,0,0,1.0,798,0,0,1.0,633,0,0,2.333333333,2597,Magnolia,Comedy,1 hrs. 17 min.,R,1700000.0
263,The Golden Door,0.72,0.67,6.8,0,14200,0,33800,2.0,45915,0,33000,3.0,42772,0,48200,7.0,40158,0,94100,22.85714286,127341,0,68600,31.0,131348,0,39700,29.85714286,109609,0,11100,26.57142857,91263,0,5400,24.0,82520,0,4500,23.85714286,59517,0,1200,20.0,72593,Miramax,Foreign,2 hrs. 0 min.,PG-13,13262400.0
264,The Good German,0.33,0.34,6.1,283100,101200,53100,323000,4.0,105867,30100,535000,17.0,200183,0,361700,17.0,180608,0,35100,17.0,95743,0,25000,20.14285714,88075,0,18200,48.14285714,115647,0,13600,35.28571429,47719,0,6200,25.42857143,46692,0,6100,32.14285714,69465,0,0,15.71428571,23281,Warner Bros.,War Drama,1 hrs. 48 min.,R,32000000.0
265,The Great Buck Howard,0.72,0.47,6.6,0,94100,0,223100,41.0,126391,0,22400,43.42857143,107617,0,25400,50.28571429,103929,0,8100,57.42857143,108411,0,4100,45.28571429,43311,0,0,22.28571429,16234,0,0,13.0,7844,0,1300,19.28571429,12099,0,0,13.42857143,6632,0,0,6.571428571,4456,Magnolia,Comedy / Drama,1 hrs. 27 min.,PG,
266,The Guard,0.95,0.81,7.5,1900,53300,0,35700,4.1428571430000005,115172,0,83300,19.14285714,272235,6600,103100,44.42857143,394525,600,88000,79.0,576465,600,79100,99.85714286,504240,300,84700,161.0,810462,0,63200,174.28571430000002,501311,0,38400,164.71428569999998,382432,0,11600,132.1428571,262942,0,10100,113.57142859999999,185780,Sony Classics,Comedy Thriller,1 hrs. 36 min.,R,6000000.0
267,The History Boys,0.65,0.7,6.6,0,91800,0,247100,6.0,143138,0,176700,6.571428571,108017,0,246500,25.85714286,211816,0,282100,52.28571429,255853,0,477200,100.8571429,389825,0,175000,126.57142859999999,608154,0,54000,103.0,282575,0,9600,60.57142857,128240,0,4300,30.85714286,42533,0,0,24.0,7526,Fox Searchlight,Comedy / Drama,1 hrs. 44 min.,R,2652480.0
268,The Hunting Party,0.53,0.66,6.9,942900,128200,788200,872300,4.8571428569999995,58923,6100,53000,4.0,31748,0,1227300,293.14285710000007,469081,0,287200,256.7142857,126784,0,24400,31.14285714,20523,0,0,11.14285714,3593,0,0,3.0,879,0,0,1.0,249,0,0,1.0,149,0,0,34.57142857,10980,MGM (Weinstein),Drama / Thriller,1 hrs. 43 min.,R,25000000.0
269,The Hurt Locker,0.97,0.83,7.7,0,131400,0,272400,5.428571429,238921,608900,273800,9.0,221745,262600,547700,55.0,881231,827800,490300,84.85714286,1049033,563300,570400,195.1428571,1822884,172500,645300,457.7142857,2475484,59800,521400,465.7142857,1696046,0,419700,397.7142857,867295,0,259600,313.2857143,471722,0,69300,235.5714286,332985,Summit Entertainment,War,2 hrs. 10 min.,R,15000000.0
270,The Kids Are All Right,0.93,0.72,7.2,80200,128500,626500,473400,6.0,701090,1536000,721400,34.14285714,1427054,2070100,978800,166.71428569999998,3325580,1380900,1129500,761.4285714,4770133,106100,1092000,868.4285714,3434260,0,621200,673.1428571,1753881,0,401700,325.57142860000005,997981,100,158800,249.5714286,630737,0,40300,181.1428571,488963,0,0,163.28571430000002,294277,Focus Features,Comedy,1 hrs. 46 min.,R,4000000.0
271,The King's Speech,0.95,0.93,8.3,153300,150900,61400,253900,4.1428571430000005,483458,368700,251800,6.0,448848,752400,350200,13.0,609902,1019200,444600,37.0,1510873,568700,1092000,537.1428571,9266645,702300,813700,622.5714286,9406890,1098000,856600,675.7142857000001,7589980,802700,673600,1295.0,11486141,1162500,785100,1398.714286,9373167,519200,750700,2111.0,12002456,Weinstein Company,Historical Drama,1 hrs. 58 min.,R,15000000.0
272,The King Of Kong:  The Fistful Of Quarters,0.96,0.92,0.0,0,0,0,12700,5.0,79711,0,70500,13.85714286,121492,0,66200,21.85714286,153262,2200,74600,36.85714286,95894,7100,124900,50.14285714,85159,0,19900,41.28571429,53369,0,1500,24.14285714,26805,0,1900,15.0,14623,0,0,7.428571429,8411,0,0,7.142857143,6751,Picturehouse,Documentary,1 hrs. 30 min.,PG-13,
273,The Kite Runner,0.65,0.85,7.7,708500,317000,1591500,688000,34.0,653389,1213100,1891900,318.57142860000005,2452816,342300,1386700,318.0,2955269,146600,607800,314.57142860000005,1930995,0,679400,621.5714286,1925033,0,353800,487.0,1355696,0,48200,242.0,614782,0,0,166.71428569999998,349268,0,0,114.7142857,250903,0,0,83.85714286,185952,Paramount Vantage,Drama,2 hrs. 8 min.,PG-13,20000000.0
274,The Last King of Scotland,0.87,0.87,7.8,13800,243500,0,559100,4.0,205023,28400,598600,23.85714286,377155,23300,592700,73.14285714,682144,0,467300,95.14285714,538819,0,450600,84.71428571,410914,0,414600,67.14285714,307151,0,217800,49.71428571,217103,0,124200,35.71428571,125735,0,82800,15.0,79805,0,40100,14.0,9024,Fox Searchlight,Drama,2 hrs. 3 min.,R,19901600.0
275,The Last Lions,0.87,0.87,7.8,3000,6300,2800,35300,4.0,90154,0,35100,4.0,34818,2400,53000,14.14285714,85247,1000,58900,38.0,162977,6500,39600,46.42857143,98829,6000,30800,44.28571429,74605,400,14400,32.71428571,31984,0,0,12.0,6984,0,0,57.28571429,20904,0,0,39.0,10555,National Geographic Entertainment,Documentary,1 hrs. 29 min.,PG,
276,The Lost City,0.25,0.5,6.5,0,35800,0,145800,16.0,242506,0,76900,23.0,227183,0,132600,29.0,251349,0,122100,38.85714286,212534,0,104400,47.0,311516,0,67400,43.14285714,178513,0,36400,42.71428571,142992,0,39500,38.42857143,97490,0,35800,39.0,137523,0,33800,39.71428571,136049,Magnolia,Period Drama,2 hrs. 23 min.,R,9600000.0
277,The Machinist,0.76,0.82,7.8,91800,113500,50100,304700,3.0,90798,0,184300,8.142857142999999,74657,0,119500,11.85714286,79131,0,65000,11.0,48505,0,348600,17.28571429,89510,0,204500,27.85714286,127377,0,188800,42.42857143,126319,0,101100,50.85714286,105361,0,48000,39.0,64772,0,24000,17.0,16902,Paramount Classics,Horror Thriller,1 hrs. 42 min.,R,5000000.0
278,The Messenger,0.9,0.72,7.3,8300,0,18600,54800,4.0,57235,7900,134400,27.85714286,140349,0,65400,38.0,160727,0,60600,44.42857143,91676,0,50300,40.71428571,57196,0,47600,35.28571429,36148,0,26800,18.28571429,22366,0,15400,16.0,20075,0,6900,18.0,21607,0,10400,19.0,26234,Oscilloscope Pictures,Drama,1 hrs. 45 min.,R,6500000.0
279,The Namesake,0.86,0.78,7.5,61700,257900,56300,427100,5.1428571430000005,334872,46000,550500,33.0,845546,10600,660000,97.0,1505581,0,718200,198.0,1803086,0,683900,283.2857143,1920963,23400,426100,277.42857139999995,1398437,58800,296100,274.85714289999993,869621,60000,273600,274.85714289999993,816114,0,204100,224.71428569999998,553910,0,123300,216.71428569999998,485393,Fox Searchlight,Drama,2 hrs. 2 min.,PG-13,9500000.0
280,The New World,0.61,0.52,6.8,269500,230200,1149300,577000,3.0,131558,641100,85200,3.0,58399,930600,159100,664.1428571,8301123,2782500,1316700,664.8571429,5397480,540000,1498000,647.7142857000001,3216082,61100,1002900,514.0,1454462,0,500400,255.8571429,797312,0,152500,158.8571429,424189,0,6200,90.0,215623,0,2500,50.2,60003,New Line,Period Drama,2 hrs. 30 min.,PG-13,30000000.0
281,The Painted Veil,0.74,0.85,7.5,54000,147800,129000,622200,4.0,107028,0,458600,24.57142857,508996,48800,433000,55.0,594963,581500,584300,136.5714286,1177806,1800,259800,199.28571430000002,1060656,0,466000,229.4285714,866607,0,70200,239.0,662765,0,52200,233.0,619666,0,33500,167.5714286,421700,0,13500,152.5,52810,Warner Independent,Period Drama,2 hrs. 4 min.,PG-13,19400000.0
282,The Proposition,0.87,0.78,7.5,0,61800,0,138300,3.0,53159,0,112000,8.0,69510,29100,207000,15.0,96716,12400,402900,44.0,260968,46800,238300,70.85714286,223145,5600,179300,192.1428571,369093,0,31400,112.2857143,150130,0,7000,47.57142857,77170,0,0,25.71428571,38730,0,0,20.71428571,22247,First Look,Drama,1 hrs. 44 min.,R,2000000.0
283,The Queen,0.97,0.74,7.5,325500,285600,435400,496400,4.1428571430000005,338233,609500,701100,15.57142857,737843,531800,879800,47.85714286,1339380,466400,686400,82.14285714,1590200,1031300,832000,136.1428571,2101030,961200,830100,287.0,2963871,1143700,768800,373.57142860000005,2749204,1180200,1757600,485.57142860000005,3014778,35900,713500,518.1428571,2317149,155300,685900,549.8333332999999,1305496,Miramax,Historical Drama,1 hrs. 37 min.,PG-13,13002300.0
284,The Reader,0.61,0.78,7.7,146000,287600,113200,461200,5.428571429,201050,307500,223600,7.285714286,148953,538900,1263600,80.42857143,881362,462200,1971000,293.14285710000007,2015098,501500,1707000,425.14285710000007,1688709,41300,522500,359.7142857,1542961,995700,887900,294.14285710000007,1533701,1613200,1071800,689.4285714,2631433,951600,815700,755.1428571,2716273,82500,686500,709.5,377461,Weinstein Company,Period Drama,2 hrs. 2 min.,R,32000000.0
285,The Runaways,0.68,0.55,0.0,248400,185700,83000,687100,217.5714286,981370,25100,428600,187.0,571075,0,157300,66.57142857,207572,0,308900,168.4285714,540542,0,77400,198.28571430000002,353129,0,26200,136.5714286,175736,0,9200,91.71428571,95188,0,1000,44.28571429,38964,0,0,28.28571429,21283,0,0,10.85714286,8455,Apparition,Drama,1 hrs. 49 min.,R,10000000.0
286,The Savages,0.89,0.72,7.3,0,211600,53300,386500,4.0,214598,42300,278100,7.571428571,195457,0,244100,9.857142857000001,146167,0,534100,44.71428571,369380,0,582900,89.0,844590,0,440900,87.57142857,539206,0,309900,76.42857143,360268,0,353000,123.57142859999999,533352,0,343600,134.1428571,516108,0,456400,129.0,57243,Fox Searchlight,Comedy / Drama,1 hrs. 53 min.,R,9000000.0
287,The Science of Sleep,0.7,0.81,7.4,523800,62400,449400,297300,11.14285714,464215,405000,447300,187.71428569999998,1366208,138600,381300,184.5714286,835517,0,280500,183.1428571,611948,0,33000,162.4285714,352129,0,11100,91.28571429,177204,0,12500,61.0,124603,0,6100,27.28571429,53672,0,2700,12.14285714,27726,0,2500,11.71428571,19471,Warner Independent,Fantasy Drama,1 hrs. 45 min.,R,6000000.0
288,The September Issue,0.83,0.67,0.0,22800,10600,43000,87600,6.0,326221,207800,73400,20.14285714,245986,48500,153500,107.8571429,942572,45100,127700,110.0,588779,1700,111300,136.71428569999998,541961,0,37000,99.85714286,320612,0,19000,91.42857143,231277,0,11600,57.42857143,112404,0,0,36.0,65479,0,0,25.85714286,40386,Roadside Attractions,Documentary,1 hrs. 29 min.,PG-13,
289,The Squid And The Whale,0.93,0.77,7.6,4400,36600,14000,220500,3.571428571,195201,4900,357700,14.71428571,308929,11000,357900,24.0,308770,31800,417200,36.71428571,292837,0,418200,53.71428571,411015,0,234700,55.71428571,394799,0,212600,48.57142857,268129,0,253100,49.14285714,346579,0,150700,63.42857143,308817,0,90000,68.0,37289,IDP,Comedy / Drama,1 hrs. 21 min.,R,1500000.0
